Sentence,Words,POS,Tag
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,NZ,O
,Oychay,VV,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,NN,O
, asata ,NN,O
,issipetetha,AJ,O
, laalizaysa ,NZ,O
,gididaysa ,VV,O
,malatidi ,NP,O
,dethan ,NP,O
,dethan ,NC,O
,diza ,NN,O
,kawo ,NN,O
,kifiletas ,NN,O
,zore (ORG) ,PU,I-ORG
,keetha (ORG),PU,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,AJ,O
,.,PUN,O
Sentence,Quca (LOC) ,VV,B-LOC
,heera ,VV,O
,dere ,NN,O
,asay ,NN,O
,daro ,AJ,O
,limaate ,NZ,O
,koshshay ,VV,O
,dizay ,NP,O
,erettishin ,NP,O
,oonatetha ,NC,O
,oychan ,NN,O
,limaate ,NN,O
,wodey ,NN,O
,toochettizaysa ,PU,O
,yootidayri ,NN,O
,Quca (LOC) ,NN,I-LOC
,worada (LOC) ,NN,I-LOC
,ayso ,AJ,O
,aaway ,NZ,O
,daanna (PER) ,VV,I-PER
,Tiqo (PER) ,VV,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,AJ,O
,Oychay,NZ,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,NP,O
, asata ,NP,O
,issipetetha,NC,O
, laalizaysa ,NN,O
,gididaysa ,NN,O
,malatidi ,NN,O
,dethan ,NN,O
,dethan ,NN,O
,diza ,AJ,O
,kawo ,NZ,O
,kifiletas ,VV,O
,zore (ORG) ,VV,I-ORG
,keetha (ORG),NN,I-ORG
, wussane ,NN,O
,gaththandos ,AJ,O
,gida,NZ,O
,.,PUN,O
Sentence,Gaammo (LOC) ,NP,B-LOC
,dere (LOC) ,NP,I-LOC
,kaalo ,NC,O
,ayso ,NN,O
,aaway,NN,O
, daanna (PER) ,NN,I-PER
,Teshale (PER) ,PU,I-PER
,maanayey (PER) ,PU,I-PER
,heera ,NN,O
,dere ,NN,O
,asa ,AJ,O
,limaatetha ,NZ,O
,dhubiza ,VV,O
,asata ,VV,O
,bolla ,NN,O
,kawoy ,NN,O
,tamarssiza ,AJ,O
,tango ,NZ,O
,ekkanaas ,VV,O
,giigidaysa ,NP,O
,Yootida,NP,O
,.,PUN,O
Sentence,Quca(LOC),NN,B-LOC
, Alfa,NN,O
, Quça(LOC) ,NN,I-LOC
,woradanne(LOC),PU,I-LOC
, Selambere(LOC) ,NN,I-LOC
,katama(LOC) ,NN,I-LOC
,zore(ORG) ,NN,I-ORG
,keethati(ORG) ,AJ,I-ORG
,Xeysida ,NZ,O
,eeso ,VV,O
,duulatan ,VV,O
,herran ,NN,O
,heeran,NN,O
, ashkkey,AJ,O
, dontta ,NZ,O
,mala ,VV,O
,Gaammo(LOC) ,NP,I-LOC
,dereta ,NP,O
,issipetetha ,NC,O
,dano,NN,O
, bolla,NN,O
, Yeggana ,NN,O
,qaaxixza ,NN,O
,asata ,NN,O
,kawoy ,AJ,O
,higes ,NZ,O
,shiishon,VV,O
, eeso ,VV,O
,tango ,NN,O
,ekkana ,NN,O
,mala,AJ,O
, Oychchida,NZ,O
,. ,PUN,O
Sentence,Zooneppe,NP,O
, doomidi ,NP,O
,federeshine (ORG) ,NC,I-ORG
,zore(ORG),NN,I-ORG
, keethan(ORG) ,NN,I-ORG
,dendida ,NN,O
,encera ,PU,O
,oychay ,PU,O
,dere ,NN,O
,asa ,NN,O
,koshsha ,AJ,O
,gidontaysa,NZ,O
, qoodimaagan,VV,O
, maadettidi ,VV,O
,qonccisanaysa ,NN,O
,zore,NN,O
, keethati,AJ,O
, wussane ,NZ,O
,aaththida ,VV,O
,gishe ,NP,O
,oda(PER) ,NP,I-PER
,Behaylu(PER),NC,I-PER
, Mulugetay(PER),NN,I-PER
, Gaththides,NN,O
,. ,PUN,O
Sentence,Oomo(ORG) ,PU,B-ORG
,maykiro(ORG),NN,I-ORG
, faynanse(ORG) ,NN,I-ORG
,eqotappe ,NN,O
,tal77ididi,AJ,O
, ooththizaysan,NZ,O
, go7a ,VV,O
,demmidaysanne ,VV,O
,haratas,NN,O
, ootho ,NN,O
,qaada ,AJ,O
,medho ,NZ,O
,danda7idaysa,VV,O
, issi,NP,O
, issi ,NP,O
,Diita(LOC) ,NC,I-LOC
,woradan(LOC),NN,I-LOC
, dizayti ,NN,O
,yootida,NN,O
,. ,PUN,O
Sentence,Woradan (LOC) ,NN,B-LOC
,Eqotappe,AJ,O
, tal7en ,NZ,O
,go7ettidaytappe,VV,O
, daanna (PER) ,VV,I-PER
,Baakko (PER) ,NN,I-PER
,Baassanne(PER) ,NN,I-PER
,yalaga(PER) ,AJ,I-PER
,Samu7el(PER) ,NZ,I-PER
,Saltoy(PER) ,VV,I-PER
,tal7idi ,NP,O
,ooththidaysappe ,NP,O
,go7a ,NC,O
,demmidaysanne ,NN,O
,haratas ,NN,O
,oothe ,NN,O
,qaada ,PU,O
,medho ,PU,O
,danda7idaysa ,NN,O
,yootida,NN,O
,.  ,PUN,O
Sentence,Tal77ey,NZ,O
, oothonta ,VV,O
,aggiko ,VV,O
,gale ,NN,O
,gididi ,NN,O
,metoththizaysas ,AJ,O
,wodera ,NZ,O
,zaarana ,VV,O
,mala ,NP,O
,qofissida,NP,O
,.,PUN,O
Sentence,Diita(LOC) ,NN,B-LOC
,worada(LOC) ,NN,I-LOC
,oomo(LOC) ,NN,I-LOC
,maykiro(LOC) ,PU,I-LOC
,faynanse(LOC) ,NN,I-LOC
,othancha ,NN,O
,daanna(PER) ,NN,I-PER
,Girma(PER) ,AJ,I-PER
,Borsamoy(PER) ,NZ,I-PER
,tal7e ,VV,O
,gido ,VV,O
,tal77idaysa ,NN,O
,zaarissanaas ,NN,O
,yaalatas ,AJ,O
,erisso ,NZ,O
,timitte ,VV,O
,imoy ,NP,O
,maaddidaysa ,NP,O
,yootida,NC,O
,. ,PUN,O
Sentence,Eqota(ORG) ,NN,B-ORG
,xifate(ORG),NN,I-ORG
, keetha(ORG),NN,I-ORG
, kaappoy ,NN,O
,daanna(PER) ,AJ,I-PER
,Ilka(PER),NZ,I-PER
, Adaney(PER) ,VV,I-PER
,halaytha ,VV,O
,ago ,NN,O
,laythan ,NN,O
,Miloone,AJ,O
,sha7anne,NZ,O
,bira ,VV,O
,gaggasanaas ,NP,O
,halchchon ,NP,O
,oykettidi,NC,O
,miloone ,NN,O
,Sha7anne ,NN,O
, gaggaso ,NN,O
,danda7ida,PU,O
, giida ,PU,O
,ootho ,NN,O
,poloy ,NN,O
, kushe ,AJ,O
,xeetuppeko,NZ,O
, gida,VV,O
,.,PUN,O
Sentence, Kaallizaysan ,NN,O
,gelththiza ,NN,O
,kifiletara ,AJ,O
,issi ,NZ,O
,bolla,VV,O
, tal77enna ,NP,O
,goggaso ,NP,O
,wogay ,NC,O
,diccana ,NN,O
,mala ,NN,O
,oothoos ,NN,O
,gida ,PU,O
,gishe ,NN,O
,oda (PER),NN,I-PER
, Tesfaye (PER) ,NN,I-PER
,Asefay (PER),AJ,I-PER
, Gaththides,NZ,O
,. ,PUN,O
Sentence,Gaammo (LOC) ,VV,B-LOC
,zoone (LOC) ,NN,I-LOC
,meheta ,NN,O
,zerethi ,AJ,O
,laamon ,NZ,O
,ootho ,VV,O
,dhayidayti ,NP,O
,maçarappe,NP,O
, go7ettana ,NC,O
,mala ,NN,O
,oothon ,NN,O
,dizayda ,NN,O
,zoone ,PU,O
,mehetanne,NN,O
, mole ,NN,O
,haaro ,AJ,O
,kaaleth ,NZ,O
,ay ,VV,O
,gonccissides,VV,O
,.,PUN,O
Sentence, Zonen (LOC) ,NN,B-LOC
,Cenchcha ,AJ,I-LOC
,dere,NZ,O
,woraday (LOC),VV,I-LOC
, laamettida ,NP,O
,kare ,NP,O
,zeretha ,NC,O
,meheta ,NN,O
,haaron ,NN,O
,diza ,NN,O
,yalagati ,PU,O
,manqotethappe ,PU,O
,kezidayda ,NN,O
,yootida,NN,O
,. ,PUN,O
Sentence,Gaammo (LOC),NZ,B-LOC
, zoonen (LOC) ,VV,I-LOC
,laamettida ,VV,O
,kare ,NN,O
,zerethay,NN,O
, diza ,AJ,O
,maaththa,NZ,O
, miizata,VV,O
, muurutison ,NP,O
,erettida ,NP,O
,woradatape ,NC,O
,essako,NN,O
,.,PUN,O
Sentence,Cenchchay,NN,O
, Woradan ,PU,O
,kusha ,NN,O
,Xeetuppe,NN,O
, Zeretha,NN,O
, Laamo,AJ,O
, Oothoy,NZ,O
, oothettidasa ,VV,O
,gidishin ,VV,O
,meheta ,NN,O
,haaridayta ,NN,O
,demishay ,AJ,O
,diccides,NZ,O
,. ,PUN,O
Sentence,Mishshiro,NP,B-PER
,Wudinesh,NP,I-PER
,Indoy,NC,I-PER
,Cenchcha,NN,I-LOC
,kataman,NN,I-LOC
,dizayta ,NN,O
,gidishin,NN,O
,Qale-hiywote,NN,I-ORG
,wossa,AJ,I-ORG
,keethay,NZ,I-ORG
,faranja ,VV,O
,Miizata ,VV,O
,heera ,NN,O
,gelththidaysan ,NN,O
,izeti,AJ,O
, issi ,NZ,O
,miza ,VV,O
,haaro,NP,O
, doommidayti ,NP,O
,miizata ,NC,O
,tayboy ,NN,O
,galkidaysas,NN,O
, kusheppe,NN,O
, duna ,PU,O
,halizaysappe ,PU,O
,ha7i ,NN,O
,deeththay,NN,O
, darora,AJ,O
, laamettides,NZ,O
,. ,PUN,O
Sentence,Maaththappe ,VV,O
,Aginan,NN,O
,sha7u ,NN,O
,bira ,AJ,O
,mishshiro,NZ,I-PER
,Wudinesh,VV,I-PER
,demmide ,NP,O
,ha7i wode ,NP,O
,keetha,NC,O
, keexoppe ,NN,O
,aadhdhidi ,NN,O
,be ,NN,O
,nayta ,PU,O
,naa ,NN,O
,tamarssidi ,NN,O
,gita ,NN,O
,bessa ,AJ,O
,gaththidaysa,NZ,O
, yootida,VV,O
,.  ,PUN,O
Sentence,Daana,NN,B-PER
, Salile,NN,I-PER
,Shankay,AJ,I-PER
,Arbaminche,NZ,I-LOC
,Kataman,VV,I-LOC
,Kawo,NP,O
, oothon ,NP,O
,aqizayta ,NC,O
,gidishin ,NN,O
,be,NN,O
, deeththa ,NN,O
,keetha,NN,O
, bessan,NN,O
, Soo ,AJ,O
,asa ,NZ,O
,dentheththidi ,VV,O
,kare,VV,O
, dere ,NN,O
,miiza ,NN,O
,zeretha,AJ,O
, haaridi ,NZ,O
, ootho ,VV,O
,dhaydaytas ,NP,O
,potho ,NP,O
,qaada ,NC,O
,medhdhidaysa ,NN,O
,erissida,NN,O
,.,PUN,O
Sentence,Quca ,PU,B-LOC
,heera ,PU,O
,dere ,NN,O
,asay ,NN,O
,daro ,AJ,O
,limaate ,NZ,O
,koshshay ,VV,O
,dizay ,VV,O
,erettishin ,NN,O
,oonatetha ,NN,O
,oychan ,AJ,O
,limaate ,NZ,O
,wodey ,VV,O
,toochettizaysa ,NP,O
,yootidayri ,NP,O
,Quca (LOC) ,NC,I-LOC
,worada (LOC) ,NN,I-LOC
,ayso ,NN,O
,aaway ,NN,O
,daanna (PER) ,PU,I-PER
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,AJ,O
,Oychay,NZ,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,VV,O
, asata ,NN,O
,issipetetha,NN,O
, laalizaysa ,AJ,O
,gididaysa ,NZ,O
,malatidi ,VV,O
,dethan ,NP,O
,dethan ,NP,O
,diza ,NC,O
,kawo ,NN,O
,kifiletas ,NN,O
,zore (ORG) ,NN,O
,keetha (ORG),NN,O
, wussane ,NN,O
,gaththandos ,AJ,O
,gida,NZ,O
,.,PUN,O
Sentence,Quca (LOC) ,VV,B-LOC
,heera ,NN,O
,dere ,NN,O
,asay ,AJ,O
,daro ,NZ,O
,limaate ,VV,O
,koshshay ,NP,O
,dizay ,NP,O
,erettishin ,NC,O
,oonatetha ,NN,O
,oychan ,NN,O
,limaate ,NN,O
,wodey ,PU,O
,toochettizaysa ,PU,O
,yootidayri ,NN,O
,Quca (LOC) ,NN,I-LOC
,worada (LOC) ,AJ,I-LOC
,ayso ,NZ,O
,aaway ,VV,O
,daanna (PER) ,VV,I-PER
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,NZ,O
,Oychay,VV,O
, Gaammo (LOC) ,NP,I-LOC
,Dere,NP,O
, asata ,NC,O
,issipetetha,NN,O
, laalizaysa ,NN,O
,gididaysa ,NN,O
,malatidi ,PU,O
,dethan ,NN,O
,dethan ,NN,O
,diza ,NN,O
,kawo ,AJ,O
,kifiletas ,NZ,O
,zore (ORG) ,VV,I-ORG
,keetha (ORG),VV,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,AJ,O
,.,PUN,O
Sentence,Gaammo (LOC) ,VV,B-LOC
,dere (LOC) ,NP,I-LOC
,kaalo ,NP,O
,ayso ,NC,O
,aaway,NN,O
, daanna (PER) ,NN,I-PER
,Teshale (PER) ,NN,I-PER
,maanayey (PER) ,NN,I-PER
,heera ,NN,O
,dere ,AJ,O
,asa ,NZ,O
,limaatetha ,VV,O
,dhubiza ,VV,O
,asata ,NN,O
,bolla ,NN,O
,kawoy ,AJ,O
,tamarssiza ,NZ,O
,tango ,VV,O
,ekkanaas ,NP,O
,giigidaysa ,NP,O
,Yootida,NC,O
,.,PUN,O
Sentence,Quca(LOC),NN,B-LOC
, Alfa,NN,O
, Quça(LOC) ,PU,I-LOC
,woradanne(LOC),PU,I-LOC
, Selambere(LOC) ,NN,I-LOC
,katama(LOC) ,NN,I-LOC
,zore(ORG) ,AJ,I-ORG
,keethati(ORG) ,NZ,I-ORG
,Xeysida ,VV,O
,eeso ,VV,O
,duulatan ,NN,O
,herran ,NN,O
,heeran,AJ,O
, ashkkey,NZ,O
, dontta ,VV,O
,mala ,NP,O
,Gaammo(LOC) ,NP,I-LOC
,dereta ,NC,O
,issipetetha ,NN,O
,dano,NN,O
, bolla,NN,O
, Yeggana ,PU,O
,qaaxixza ,NN,O
,asata ,NN,O
,kawoy ,NN,O
,higes ,AJ,O
,shiishon,NZ,O
, eeso ,VV,O
,tango ,VV,O
,ekkana ,NN,O
,mala,NN,O
, Oychchida,AJ,O
,. ,PUN,O
Sentence,Zooneppe,VV,O
, doomidi ,NP,O
,federeshine (ORG) ,NP,I-ORG
,zore(ORG),NC,I-ORG
, keethan(ORG) ,NN,I-ORG
,dendida ,NN,O
,encera ,NN,O
,oychay ,NN,O
,dere ,NN,O
,asa ,AJ,O
,koshsha ,NZ,O
,gidontaysa,VV,O
, qoodimaagan,VV,O
, maadettidi ,NN,O
,qonccisanaysa ,NN,O
,zore,AJ,O
, keethati,NZ,O
, wussane ,VV,O
,aaththida ,NP,O
,gishe ,NP,O
,oda(PER) ,NC,I-PER
,Behaylu(PER),NN,I-PER
, Mulugetay(PER),NN,I-PER
, Gaththides,NN,O
,. ,PUN,O
Sentence,Oomo(ORG) ,PU,B-ORG
,maykiro(ORG),NN,I-ORG
, faynanse(ORG) ,NN,I-ORG
,eqotappe ,AJ,O
,tal77ididi,NZ,O
, ooththizaysan,VV,O
, go7a ,VV,O
,demmidaysanne ,NN,O
,haratas,NN,O
, ootho ,AJ,O
,qaada ,NZ,O
,medho ,VV,O
,danda7idaysa,NP,O
, issi,NP,O
, issi ,NC,O
,Diita(LOC) ,NN,I-LOC
,woradan(LOC),NN,I-LOC
, dizayti ,NN,O
,yootida,PU,O
,. ,PUN,O
Sentence,Woradan (LOC) ,NN,B-LOC
,Eqotappe,NN,O
, tal7en ,AJ,O
,go7ettidaytappe,NZ,O
, daanna (PER) ,VV,I-PER
,Baakko (PER) ,VV,I-PER
,Baassanne(PER) ,NN,I-PER
,yalaga(PER) ,NN,I-PER
,Samu7el(PER) ,AJ,I-PER
,Saltoy(PER) ,NZ,I-PER
,tal7idi ,VV,O
,ooththidaysappe ,NP,O
,go7a ,NP,O
,demmidaysanne ,NC,O
,haratas ,NN,O
,oothe ,NN,O
,qaada ,NN,O
,medho ,NN,O
,danda7idaysa ,NN,O
,yootida,AJ,O
,.  ,PUN,O
Sentence,Tal77ey,VV,O
, oothonta ,VV,O
,aggiko ,NN,O
,gale ,NN,O
,gididi ,AJ,O
,metoththizaysas ,NZ,O
,wodera ,VV,O
,zaarana ,NP,O
,mala ,NP,O
,qofissida,NC,O
,.,PUN,O
Sentence,Diita(LOC) ,NN,B-LOC
,worada(LOC) ,NN,I-LOC
,oomo(LOC) ,PU,I-LOC
,maykiro(LOC) ,PU,I-LOC
,faynanse(LOC) ,NN,I-LOC
,othancha ,NN,O
,daanna(PER) ,AJ,I-PER
,Girma(PER) ,NZ,I-PER
,Borsamoy(PER) ,VV,I-PER
,tal7e ,VV,O
,gido ,NN,O
,tal77idaysa ,NN,O
,zaarissanaas ,AJ,O
,yaalatas ,NZ,O
,erisso ,VV,O
,timitte ,NP,O
,imoy ,NP,O
,maaddidaysa ,NC,O
,yootida,NN,O
,. ,PUN,O
Sentence,Eqota(ORG) ,NN,B-ORG
,xifate(ORG),PU,I-ORG
, keetha(ORG),NN,I-ORG
, kaappoy ,NN,O
,daanna(PER) ,NN,I-PER
,Ilka(PER),AJ,I-PER
, Adaney(PER) ,NZ,I-PER
,halaytha ,VV,O
,ago ,VV,O
,laythan ,NN,O
,Miloone,NN,O
,sha7anne,AJ,O
,bira ,NZ,O
,gaggasanaas ,VV,O
,halchchon ,NP,O
,oykettidi,NP,O
,miloone ,NC,O
,Sha7anne ,NN,O
, gaggaso ,NN,O
,danda7ida,NN,O
, giida ,NN,O
,ootho ,NN,O
,poloy ,AJ,O
, kushe ,NZ,O
,xeetuppeko,VV,O
, gida,VV,O
,.,PUN,O
Sentence, Kaallizaysan ,NN,O
,gelththiza ,AJ,O
,kifiletara ,NZ,O
,issi ,VV,O
,bolla,NP,O
, tal77enna ,NP,O
,goggaso ,NC,O
,wogay ,NN,O
,diccana ,NN,O
,mala ,NN,O
,oothoos ,PU,O
,gida ,PU,O
,gishe ,NN,O
,oda (PER),NN,I-PER
, Tesfaye (PER) ,AJ,I-PER
,Asefay (PER),NZ,I-PER
, Gaththides,VV,O
,. ,PUN,O
Sentence,Gaammo (LOC) ,NN,B-LOC
,zoone (LOC) ,NN,I-LOC
,meheta ,AJ,O
,zerethi ,NZ,O
,laamon ,VV,O
,ootho ,NP,O
,dhayidayti ,NP,O
,maçarappe,NC,O
, go7ettana ,NN,O
,mala ,NN,O
,oothon ,NN,O
,dizayda ,PU,O
,zoone ,NN,O
,mehetanne,NN,O
, mole ,NN,O
,haaro ,AJ,O
,kaaleth ,NZ,O
,ay ,VV,O
,gonccissides,VV,O
,.,PUN,O
Sentence, Zonen (LOC) ,NN,B-LOC
,Cenchcha ,AJ,I-LOC
,dere,NZ,O
,woraday (LOC),VV,I-LOC
, laamettida ,NP,O
,kare ,NP,O
,zeretha ,NC,O
,meheta ,NN,O
,haaron ,NN,O
,diza ,NN,O
,yalagati ,PU,O
,manqotethappe ,NN,O
,kezidayda ,NN,O
,yootida,AJ,O
,. ,PUN,O
Sentence,Gaammo (LOC),VV,B-LOC
, zoonen (LOC) ,VV,I-LOC
,laamettida ,NN,O
,kare ,NN,O
,zerethay,AJ,O
, diza ,NZ,O
,maaththa,VV,O
, miizata,NP,O
, muurutison ,NP,O
,erettida ,NC,O
,woradatape ,NN,O
,essako,NN,O
,.,PUN,O
Sentence,Cenchchay,PU,O
, Woradan ,PU,O
,kusha ,NN,O
,Xeetuppe,NN,O
, Zeretha,AJ,O
, Laamo,NZ,O
, Oothoy,VV,O
, oothettidasa ,VV,O
,gidishin ,NN,O
,meheta ,NN,O
,haaridayta ,AJ,O
,demishay ,NZ,O
,diccides,VV,O
,. ,PUN,O
Sentence,Mishshiro(PER) ,NP,B-PER
,Wudinesh(PER) ,NC,I-PER
,Indoy(PER) ,NN,I-PER
,Cenchcha(LOC) ,NN,I-PER
,kataman(LOC) ,NN,I-PER
,dizayta ,PU,O
,gidishin,NN,O
,Qale-hiywote(ORG) ,NN,I-ORG
,wossa(ORG) ,NN,I-ORG
,keethay(ORG) ,AJ,I-ORG
,faranja ,NZ,O
,Miizata ,VV,O
,heera ,VV,O
,gelththidaysan ,NN,O
,izeti,NN,O
, issi ,AJ,O
,miza ,NZ,O
,haaro,VV,O
, doommidayti ,NP,O
,miizata  ,NP,O
,tayboy,NC,O
,galkidaysas,NN,O
, kusheppe,NN,O
, duna ,NN,O
,halizaysappe ,NN,O
,ha7i ,NN,O
,deeththay,AJ,O
, darora,NZ,O
, laamettides,VV,O
,. ,PUN,O
Sentence,Maaththappe ,NN,O
,Aginan,NN,O
,sha7u ,AJ,O
,bira ,NZ,O
,mishshiro(PER) ,VV,I-PER
,Wudinesh(PER) ,NP,I-PER
,demmide ,NP,O
,ha7i wode ,NC,O
,keetha,NN,O
, keexoppe ,NN,O
,aadhdhidi ,NN,O
,be ,PU,O
,nayta ,PU,O
,naa ,NN,O
,tamarssidi ,NN,O
,gita ,AJ,O
,bessa ,NZ,O
,gaththidaysa,VV,O
, yootida,VV,O
,.  ,PUN,O
Sentence,Daana(PER),NN,B-PER
, Salile(PER) ,AJ,I-PER
,Shankay(PER) ,NZ,I-PER
,Arbaminche(LOC) ,VV,I-LOC
,Kataman(LOC) ,NP,I-LOC
,Kawo,NP,O
, oothon ,NC,O
,aqizayta ,NN,O
,gidishin ,NN,O
,be,NN,O
, deeththa ,PU,O
,keetha,NN,O
, bessan,NN,O
, Soo ,NN,O
,asa ,AJ,O
,dentheththidi ,NZ,O
,kare,VV,O
, dere ,VV,O
,miiza ,NN,O
,zeretha,NN,O
, haaridi ,AJ,O
, ootho ,NZ,O
,dhaydaytas ,VV,O
,potho ,NP,O
,qaada ,NP,O
,medhdhidaysa ,NC,O
,erissida,NN,O
,.,PUN,O
Sentence,Quca (LOC) ,NN,B-LOC
,heera ,NN,O
,dere ,NN,O
,asay ,AJ,O
,daro ,NZ,O
,limaate ,VV,O
,koshshay ,VV,O
,dizay ,NN,O
,erettishin ,NN,O
,oonatetha ,AJ,O
,oychan ,NZ,O
,limaate ,VV,O
,wodey ,NP,O
,toochettizaysa ,NP,O
,yootidayri ,NC,O
,Quca (LOC) ,NN,I-LOC
,worada (LOC) ,NN,I-LOC
,ayso ,NN,O
,aaway ,PU,O
,daanna (PER) ,PU,I-PER
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),NN,I-PER
,.  ,PUN,O
Sentence,Hayssi ,NZ,O
,Oychay,VV,O
, Gaammo (LOC) ,VV,I-LOC
,Dere,NN,O
, asata ,NN,O
,issipetetha,AJ,O
, laalizaysa ,NZ,O
,gididaysa ,VV,O
,malatidi ,NP,O
,dethan ,NP,O
,dethan ,NC,O
,diza ,NN,O
,kawo ,NN,O
,kifiletas ,NN,O
,zore (ORG) ,PU,I-ORG
,keetha (ORG),NN,I-ORG
, wussane ,NN,O
,gaththandos ,NN,O
,gida,AJ,O
,.,PUN,O
Sentence,Quca (LOC) ,VV,B-LOC
,heera ,VV,O
,dere ,NN,O
,asay ,NN,O
,daro ,AJ,O
,limaate ,NZ,O
,koshshay ,VV,O
,dizay ,NP,O
,erettishin ,NP,O
,oonatetha ,NC,O
,oychan ,NN,O
,limaate ,NN,O
,wodey ,NN,O
,toochettizaysa ,NN,O
,yootidayri ,NN,O
,Quca (LOC) ,AJ,I-PER
,worada (LOC) ,NZ,I-PER
,ayso ,VV,O
,aaway ,VV,O
,daanna (PER) ,NN,I-PER
,Tiqo (PER) ,NN,I-PER
,tilinteko (PER),AJ,I-PER
,.  ,PUN,O
Sentence,Hayssi ,VV,I-PER
,Oychay,NP,I-PER
, Gaammo (LOC) ,NP,I-LOC
,Dere,NC,O
, asata ,NN,O
,issipetetha,NN,O
, laalizaysa ,NN,O
,gididaysa ,PU,O
,malatidi ,PU,O
,dethan ,NN,O
,dethan ,NN,O
,diza ,AJ,O
,kawo ,NZ,O
,kifiletas ,VV,O
,zore (ORG) ,VV,I-ORG
,keetha (ORG),NN,I-ORG
, wussane ,NN,O
,gaththandos ,AJ,O
,gida,NZ,O
,.,PUN,O
Sentence,Gaammo (LOC) ,NP,I-ORG
,dere (LOC) ,NP,O
,kaalo ,NC,O
,ayso ,NN,O
,aaway,NN,O
, daanna (PER) ,NN,I-PER
,Teshale (PER) ,PU,I-PER
,maanayey (PER) ,NN,I-ORG
,heera ,NN,O
,dere ,NN,O
,asa ,AJ,O
,limaatetha ,NZ,O
,dhubiza ,VV,O
,asata ,VV,O
,bolla ,NN,O
,kawoy ,NN,O
,tamarssiza ,AJ,O
,tango ,NZ,O
,ekkanaas ,VV,O
,giigidaysa ,NP,O
,Yootida,NP,O
,.,PUN,O
Sentence,Quca(LOC),NN,B-LOC
, Alfa,NN,O
, Quça(LOC) ,NN,I-LOC
,woradanne(LOC),NN,I-LOC
, Selambere(LOC) ,NN,I-LOC
,katama(LOC) ,AJ,I-LOC
,zore(ORG) ,NZ,I-LOC
,keethati(ORG) ,VV,I-ORG
,Xeysida ,VV,O
,eeso ,NN,O
,duulatan ,NN,O
,herran ,AJ,O
,heeran,NZ,O
, ashkkey,VV,O
, dontta ,NP,O
,mala ,NP,O
,Gaammo(LOC) ,NC,I-LOC
,dereta ,NN,O
,issipetetha ,NN,O
,dano,NN,O
, bolla,PU,O
, Yeggana ,PU,O
,qaaxixza ,NN,O
,asata ,NN,O
,kawoy ,AJ,O
,higes ,NZ,O
,shiishon,VV,O
, eeso ,VV,O
,tango ,NN,O
,ekkana ,NN,O
,mala,AJ,O
, Oychchida,NZ,O
,. ,PUN,O
Sentence,Zooneppe,NP,O
, doomidi ,NP,O
,federeshine (ORG) ,NC,I-ORG
,zore(ORG),NN,I-ORG
, keethan(ORG) ,NN,I-ORG
,dendida ,NN,O
,encera ,PU,O
,oychay ,NN,O
,dere ,NN,O
,asa ,NN,O
,koshsha ,AJ,O
,gidontaysa,NZ,O
, qoodimaagan,VV,O
, maadettidi ,VV,O
,qonccisanaysa ,NN,O
,zore,NN,O
, keethati,AJ,O
, wussane ,NZ,O
,aaththida ,VV,O
,gishe ,NP,O
,oda(PER) ,NP,I-PER
,Behaylu(PER),NC,I-PER
, Mulugetay(PER),NN,I-PER
, Gaththides,NN,I-PER
,. ,PUN,O
Sentence,Oomo(ORG) ,NN,B-ORG
,maykiro(ORG),NN,I-ORG
, faynanse(ORG) ,AJ,I-ORG
,eqotappe ,NZ,O
,tal77ididi,VV,O
, ooththizaysan,VV,O
, go7a ,NN,O
,demmidaysanne ,NN,O
,haratas,AJ,O
, ootho ,NZ,O
,qaada ,VV,O
,medho ,NP,O
,danda7idaysa,NP,O
, issi,NC,O
, issi ,NN,O
,Diita(LOC) ,NN,I-LOC
,woradan(LOC),NN,I-LOC
, dizayti ,PU,O
,yootida,PU,O
,. ,PUN,O
Sentence,Woradan (LOC) ,NN,B-LOC
,Eqotappe,AJ,O
, tal7en ,NZ,O
,go7ettidaytappe,VV,O
, daanna (PER) ,VV,I-PER
,Baakko (PER) ,NN,I-PER
,Baassanne(PER) ,NN,I-PER
,yalaga(PER) ,AJ,I-PER
,Samu7el(PER) ,NZ,I-PER
,Saltoy(PER) ,VV,I-PER
,tal7idi ,NP,O
,ooththidaysappe ,NP,O
,go7a ,NC,O
,demmidaysanne ,NN,O
,haratas ,NN,O
,oothe ,NN,O
,qaada ,PU,O
,medho ,NN,O
,danda7idaysa ,NN,O
,yootida,NN,O
,.  ,PUN,O
Sentence,Tal77ey,NZ,O
, oothonta ,VV,O
,aggiko ,VV,O
,gale ,NN,O
